V,Rinit,Rfinal,dR,dw,w
-2.201,2730114528.304,1162283887.839,-1567830640.465,0.7889115841499714,0.14230274715560437
2.618,1162283887.84,2633242047.609,1470958159.769,-0.7673961039804693,0.9312143313043941
-2.437,2633242047.609,1142684107.8350003,-1490557939.774,0.790959346918749,0.16381822732392484
-1.298,1142684107.835,1135189746.966,-7494360.869,0.009224911812602321,0.9547775742426741
2.07,1135189746.966,2449332495.6610003,1314142748.695,-0.7546552673202596,0.9640024860552764
1.392,2449332495.662,2474795752.013,25463256.351,-0.0067073212108189895,0.20934721873475068
2.877,2474795752.013,2792843617.514,318047865.501,-0.0734731693179054,0.2026398975239317
0.218,2792843617.514,2771265304.312,-21578313.202,0.004451588772543147,0.1291667282060263
-2.046,2771265304.313,1167232287.9800003,-1604033016.333,0.7917720652414233,0.1336183169783614
1.559,1167232287.98,1972411875.1030002,805179587.123,-0.5584189195706115,0.925390382219785
1.862,1972411875.103,2306255776.45,333843901.347,-0.11718192715618986,0.36697146264917346
-2.29,2306255776.45,1148517694.3509998,-1157738082.099,0.6978907245118673,0.2497895354929836
2.397,1148517694.351,2556908799.538,1408391105.187,-0.7657598896354066,0.9476802600048506
2.113,2556908799.538,2657724310.271,100815510.733,-0.023687785234765613,0.181920370369444
2.818,2657724310.271,2775597777.0239997,117873466.753,-0.025513607243855624,0.1582325851346784
-2.464,2775597777.024,1146979715.6640003,-1628618061.36,0.8168254248299174,0.1327189778908226
-1.614,1146979715.664,1137669370.528,-9310345.136,0.011392426790233223,0.9495444027207404
-0.532,1137669370.528,1139468039.3460002,1798668.818,-0.0022154158611341623,0.9609368295109736
2.988,1139468039.346,2666142325.343,1526674285.997,-0.8023857035014436,0.9587214136498398
-0.647,2666142325.343,2526700911.887,-139441413.456,0.0330504120871897,0.15633571014839617
2.496,2526700911.886,2775746085.8510003,249045173.965,-0.05669788074518964,0.18938612223583598
-1.873,2775746085.851,1183477471.027,-1592268614.824,0.7739249944008577,0.13268824149064642
0.274,1183477471.027,1184195723.869,718252.842,-0.0008183067593687809,0.9066132358915041
-2.49,1184195723.869,1133510538.814,-50685185.055,0.06029124535507335,0.9057949291321353
1.518,1133510538.814,1859353828.0609999,725843289.247,-0.5498921631358731,0.9660861744872087
-1.878,1859353828.061,1145081873.354,-714271954.707,0.5356576172578567,0.41619401135133566
-0.607,1145081873.354,1147944175.4750001,2862302.121,-0.0034768057936885866,0.9518516286091924
2.615,1147944175.475,2566058361.149,1418114185.674,-0.7686810451804624,0.9483748228155041
1.508,2566058361.148,2602421553.2549996,36363192.107,-0.008694409527807118,0.17969377763528424
-2.876,2602421553.255,1132034889.315,-1470386663.94,0.7969230069136533,0.17099936810747704
-0.126,1132034889.315,1134629458.384,2594569.069,-0.0032253261546978385,0.9679223750211303
-1.139,1134629458.385,1127186036.42,-7443421.965,0.009292771397099164,0.9646970488651923
1.087,1127186036.419,1298945905.3969998,171759868.978,-0.1873084214139883,0.9739898202635484
-2.75,1298945905.398,1119711114.533,-179234790.865,0.19676485416310274,0.7866813988486134
0.64,1119711114.532,1129621209.767,9910095.235,-0.012510114071480172,0.9834462530129897
0.655,1129621209.768,1135669974.306,6048764.538,-0.007528422189253092,0.9709361389402581
2.971,1135669974.305,2632576555.326,1496906581.021,-0.7994362066010953,0.9634077167522429
-1.139,2632576555.326,1526717557.2520003,-1105858998.074,0.43932135624913105,0.16397151015114766
2.629,1526717557.252,2685596541.4890003,1158878984.237,-0.45129537960010546,0.6032928664002789
-1.288,2685596541.489,1402195136.4859998,-1283401405.003,0.5441712009506824,0.15199748680017355
1.474,1402195136.486,2088048843.638,685853707.152,-0.37402846030952064,0.6961686877508558
1.362,2088048843.639,2101318209.4459999,13269365.807,-0.0048288082299352,0.32214022744096904
-1.75,2101318209.446,1183782184.078,-917536025.368,0.588954535275311,0.3173114192110337
-2.292,1183782184.078,1129825413.7280002,-53956770.35,0.06441471307542679,0.9062659544863447
-1.188,1129825413.728,1128041128.3799999,-1784285.348,0.0022353745624464905,0.9706806675617715
-1.079,1128041128.38,1128859287.69,818159.31,-0.0010258772544708972,0.972916042124218
2.344,1128859287.69,2533953391.728,1405094104.038,-0.784312700159775,0.9718901648697471
2.756,2533953391.728,2755543982.2710004,221590590.543,-0.05067194960194513,0.18757746470997216
2.584,2755543982.271,2788525218.725,32981236.454,-0.0068534189055694805,0.13690551510802712
-1.781,2788525218.725,1184692704.04,-1603832514.685,0.7751772033305856,0.13005209620245764
1.427,1184692704.04,1793870791.971,609178087.931,-0.4576881516762842,0.9052292995330432
2.137,1793870791.972,2507736366.692,713865574.72,-0.25337611414434014,0.44754114785626276
-1.391,2507736366.691,1288547710.089,-1219188656.602,0.6024358397603816,0.19416503371217644
2.964,1288547710.09,2672692697.803,1384144987.713,-0.641732926228204,0.7966008734715966
0.214,2672692697.803,2640037488.533,-32655209.27,0.007389509626601065,0.15486794724339262
0.534,2640037488.532,2626954125.5,-13083363.032,0.0030121672235256247,0.16225745687022275
-2.861,2626954125.5,1134619803.087,-1492334322.413,0.7994393999924475,0.16526962409374837
2.882,1134619803.087,2684506104.567,1549886301.48,-0.8124700369983938,0.9647090240861959
2.682,2684506104.567,2801006681.802,116500577.235,-0.02473841127944601,0.15223898708780206
-1.37,2801006681.801,1325179064.821,-1475827616.98,0.6348471742265414,0.1275005758085596
-2.652,1325179064.821,1130125472.18,-195053592.641,0.20795769394007413,0.762347750035101
1.377,1130125472.181,1668877233.6360002,538751761.455,-0.45609983821394595,0.9703054439739254
1.563,1668877233.636,1927070034.543,258192800.907,-0.1281871551384255,0.5142056057599795
0.908,1927070034.543,1905755620.193,-21314414.35,0.00926682508539145,0.38601845062155404
-1.342,1905755620.192,1212448205.728,-693307414.464,0.47909066559435265,0.39528527570738525
0.486,1212448205.728,1215761127.254,3312921.526,-0.0035885745221320153,0.8743759413017379
2.069,1215761127.254,2405572267.601,1189811140.347,-0.6495814859883831,0.8707873667796059
0.931,2405572267.601,2386825676.994,-18746590.607,0.005213212819913854,0.22120588079122286
-1.329,2386825676.993,1304211592.68,-1082614084.313,0.5552993745339815,0.22641909361141696
0.04,1304211592.68,1302872181.724,-1339410.956,0.001258595713973465,0.7817184681453985
0.292,1302872181.725,1302700334.957,-171846.768,0.0001616654819840413,0.7829770638584312
-1.132,1302700334.957,1284748430.198,-17951904.759,0.0171265617186539,0.7831387293404153
-1.569,1284748430.198,1195242933.126,-89505497.072,0.09306742488450892,0.8002652910590692
1.169,1195242933.126,1434854039.473,239611106.347,-0.2230823979023614,0.8933327159435781
-0.211,1434854039.473,1431965698.694,-2888340.779,0.0022445555654798666,0.6702503180412167
-1.473,1431965698.694,1196991959.207,-234973739.487,0.2188858813338712,0.6724948736066966
-0.264,1196991959.207,1199170174.24,2178215.033,-0.0024229863567241106,0.8913807549405678
0.456,1199170174.239,1200426151.283,1255977.044,-0.0013931173612454772,0.8889577685849541
-2.54,1200426151.284,1122737683.5679998,-77688467.716,0.09203755588910356,0.8875646512226005
2.833,1122737683.568,2592490333.252,1469752649.684,-0.8062525023210441,0.9796022071117038
2.723,2592490333.252,2705466665.946,112976332.694,-0.02571878269491848,0.17334970479065967
1.24,2705466665.945,2684760160.307,-20706505.638,0.004551781453772524,0.1476309220959593
-2.584,2684760160.307,1133928267.6980002,-1550831892.609,0.8133845446990899,0.15218270354973182
0.44,1133928267.698,1135679647.485,1751379.787,-0.0021715067179836067,0.9655672482488221
0.861,1135679647.485,1184444687.9139998,48765040.429,-0.05788422596005849,0.9633957415308385
-0.339,1184444687.914,1182746099.895,-1698588.019,0.0019359940412472243,0.90551151557078
0.68,1182746099.895,1184609552.692,1863452.797,-0.0021236058351481457,0.9074475096120272
0.986,1184609552.691,1235208379.6529999,50598826.962,-0.05521375170473619,0.9053239037780169
-2.926,1235208379.654,1122671509.1230001,-112536870.531,0.12957588158621114,0.850110152072234
2.458,1122671509.123,2493625669.383,1370954160.26,-0.7819180551597786,0.9796860336584454
-0.609,2493625669.383,2388457540.092,-105168129.291,0.028194060849287966,0.19776797849866679
-0.476,2388457540.092,2367931576.249,-20525963.843,0.005794809380543053,0.22596203934795475
-1.576,2367931576.249,1199990400.0770001,-1167941176.172,0.6562908030694156,0.2317568487284978
1.632,1199990400.077,2029571877.0349998,829581476.958,-0.5438750138209416,0.8880476517979137
0.085,2029571877.034,2020031643.7949998,-9540233.239,0.0037155118629964012,0.34417263797735964
0.283,2020031643.796,2010673661.13,-9357982.666,0.0036787878523333872,0.3478881498399648
0.861,2010673661.13,2007078967.5180001,-3594693.612,0.0014222570658086742,0.3515669376922982
-0.635,2007078967.518,1945527184.3649998,-61551783.153,0.02516872088253852,0.35298919475810686
1.586,1945527184.365,2063162694.305,117635509.94,-0.046793973909206865,0.3781579156406452
1.292,2063162694.305,2059354721.792,-3807972.513,0.001431038894197545,0.33136394173143835
2.534,2059354721.791,2597225513.844,537870792.053,-0.16056815237893113,0.3327949806260125
0.025,2597225513.845,2556771513.475,-40454000.37,0.009727072740993437,0.1722268282468447
2.297,2556771513.475,2661189937.775,104418424.3,-0.024503696950189058,0.18195390098783815
-2.384,2661189937.775,1139448563.868,-1521741373.907,0.8012951600535491,0.1574502040376491
1.003,1139448563.868,1269248550.915,129799987.047,-0.14330307727198477,0.9587453640911981
1.65,1269248550.915,1995765982.468,726517431.553,-0.4579436230544751,0.8154422868192134
-2.621,1995765982.468,1129471294.487,-866294687.981,0.6136250869694667,0.35749866376473827
-2.858,1129471294.487,1118008603.076,-11462691.411,0.014494008996763785,0.971123750734205
-0.613,1118008603.076,1122195912.962,4187309.886,-0.0053289732881079965,0.9856177597309688
-0.665,1122195912.962,1122041667.017,-154245.945,0.0001955952740297917,0.9802887864428608
-2.326,1122041667.017,1115483185.485,-6558481.532,0.008366687649947857,0.9804843817168906
-2.327,1115483185.485,1113675658.669,-1807526.816,0.0023231928496316723,0.9888510693668384
1.389,1113675658.67,1589907268.6590002,476231609.989,-0.4294473874651611,0.9911742622151823
-2.14,1589907268.659,1122173875.2319999,-467733393.427,0.4185898538731174,0.5617268747500214
-2.264,1122173875.231,1115585849.909,-6588025.322,0.008402613312504581,0.9803167286244067
-1.499,1115585849.909,1113220044.6399999,-2365805.269,0.003041706101788888,0.9887193419369112
-2.154,1113220044.64,1110426348.196,-2793696.444,0.003608533223396826,0.9917610480386998
-0.631,1110426348.196,1114261996.423,3835648.227,-0.004949757961046353,0.9953695812620966
2.092,1114261996.423,2296674014.109,1182412017.686,-0.737741864533327,0.9904198233010503
0.712,2296674014.11,2268076427.372,-28597586.738,0.008765861678927178,0.25267795876742055
2.467,2268076427.371,2592251759.4909997,324175332.12,-0.08803743294381627,0.2614438204466583
2.26,2592251759.491,2650452962.4110003,58201202.92,-0.013525612801886938,0.17340638750284196
-1.507,2650452962.411,1244810695.4129999,-1405642266.998,0.6802580101252741,0.1598807747009551
2.968,1244810695.413,2621499969.852,1376689274.439,-0.6736045774081467,0.8401387848262292
0.108,2621499969.853,2604938311.8050003,-16561658.048,0.003872387256250387,0.16653420741785016
-1.05,2604938311.805,1761734251.1969998,-843204060.608,0.2933709568159186,0.17040659467410071
0.969,1761734251.197,1841189150.425,79454899.228,-0.03911147054519398,0.46377755149001915
2.834,1841189150.425,2656989909.417,815800758.992,-0.26626743941407294,0.42466608094482516
2.476,2656989909.417,2746417127.207,89427217.79,-0.019567510906425806,0.15839864153075223
1.458,2746417127.206,2732699620.291,-13717506.915,0.0029183613267194652,0.13883113062453808
-1.672,2732699620.291,1224035154.2889998,-1508664466.002,0.7201602444221734,0.14174949195125755
1.628,1224035154.29,2090823272.118,866788117.828,-0.5407842093133781,0.861909736372365
-2.43,2090823272.118,1128585374.663,-962237897.455,0.6511079274749576,0.32112552705898695
-0.989,1128585374.662,1127882091.2059999,-703283.456,0.0008821746043782275,0.9722334545351983
1.258,1127882091.206,1459369333.542,331487242.336,-0.3215586308805378,0.9731156291395762
2.999,1459369333.543,2614138174.1949997,1154768840.652,-0.4833075400374829,0.6515569982582887
-0.801,2614138174.194,2228766127.212,-385372046.982,0.10561106957477287,0.16824945822103946
2.147,2228766127.212,2632786218.417,404020091.205,-0.10993731770217804,0.2738605277958123
2.431,2632786218.417,2711891985.342,79105766.925,-0.01769059462160441,0.16392321009363428
1.867,2711891985.342,2727945413.812,16053428.47,-0.0034648305725667183,0.14623261547202987
-0.704,2727945413.812,2526817429.2279997,-201127984.584,0.0465891976323044,0.14276778489946315
-1.125,2526817429.229,1704701395.98,-822116033.249,0.30474262655693934,0.18935698253151734
0.677,1704701395.98,1716459733.142,11758337.162,-0.006416323343713615,0.4940996090884567
2.005,1716459733.142,2545014951.963,828555218.821,-0.30284455404852706,0.48768328574474307
-0.018,2545014951.963,2526889260.342,-18125691.621,0.00450028800399907,0.18483873169621598
0.971,2526889260.342,2509175742.042,-17713518.3,0.004460769775193135,0.18933901970021505
2.501,2509175742.042,2695777468.962,186601726.92,-0.04404765658897586,0.19379978947540819
-1.716,2695777468.961,1218728196.19,-1477049272.771,0.7178378499211091,0.14975213288665198
-0.373,1218728196.191,1219497323.204,769127.013,-0.0008262902407594197,0.8675899828066864
0.617,1219497323.203,1227001392.6460001,7504069.443,-0.008007431023505984,0.8667636925670005
-0.807,1227001392.647,1226046123.8560002,-955268.791,0.0010139020334835047,0.858756261542434
0.216,1226046123.855,1226948324.924,902201.069,-0.0009576184958536293,0.85977016357698
-1.125,1226948324.924,1215753736.923,-11194588.001,0.011982805179419631,0.8588125450811264
-0.323,1215753736.923,1217448471.493,1694734.57,-0.0018282170528460817,0.870795350260546
-1.916,1217448471.493,1161328908.67,-56119562.823,0.06337686059973657,0.8689671332076999
2.997,1161328908.67,2614490158.078,1453161249.408,-0.7641767654363432,0.9323439938074365
1.38,2614490158.079,2622465878.441,7975720.362,-0.0018573567573424432,0.16816722837085987
0.045,2622465878.441,2610729183.188,-11736695.253,0.002737136317493255,0.16630987161351743
-0.979,2610729183.188,1914379382.1340003,-696349801.054,0.22246407733107998,0.16904700793101068
2.64,1914379382.134,2619686947.41,705307565.276,-0.22455535006950447,0.39151108526209066
-1.176,2619686947.41,1581652827.205,-1038034120.205,0.4000122945594162,0.1669557351925862
-1.113,1581652827.204,1497583274.99,-84069552.214,0.05667073691084734,0.5669680297526405
1.888,1497583274.99,2420919162.483,923335887.493,-0.4066405793128982,0.6236387666634878
-1.852,2420919162.483,1174449843.6509998,-1246469318.832,0.6999855898173276,0.21699818735058965
-1.254,1174449843.651,1166605905.942,-7843937.709,0.009141085266404447,0.9169837771679172
-2.236,1166605905.942,1122677811.115,-43928094.827,0.053553187743494046,0.9261248624343217
-0.342,1122677811.115,1128307457.012,5629645.897,-0.007096116715137546,0.9796780501778157
-0.843,1128307457.012,1129649921.489,1342464.477,-0.0016817201844187002,0.9725819334626782
0.396,1129649921.489,1129828605.0,178683.511,-0.0002235374559312886,0.9709002132782595
-1.095,1129828605.001,1126760563.381,-3068041.62,0.0038480376400807925,0.9706766758210774
-2.108,1126760563.38,1119003191.956,-7757371.424,0.009823672856534515,0.9745247134624159
-0.445,1119003191.957,1121651519.698,2648327.741,-0.0033690288055928663,0.9843483863176752
-1.929,1121651519.698,1117596273.934,-4055245.764,0.005165311937069372,0.9809793575120823
0.7,1117596273.934,1134298053.828,16701779.894,-0.021036471333384932,0.9861446694491517
2.325,1134298053.828,2408312531.5340004,1274014477.706,-0.7446575545875511,0.9651081981157668
0.4,2408312531.534,2376689900.791,-31622630.743,0.008821346869100105,0.22045064352821586
2.676,2376689900.791,2591363374.5769997,214673473.786,-0.05565443983304291,0.22927199039731597
-0.446,2591363374.577,2559228546.1470003,-32134828.43,0.0077367910319917355,0.17361755056427297
-0.962,2559228546.147,1960213545.6639998,-599015000.483,0.19065469730002058,0.18135434159626487
0.034,1960213545.664,1951514619.284,-8698926.38,0.003630886968775171,0.3720090388962853
-2.031,1951514619.284,1143674052.895,-807840566.389,0.577928151069232,0.37563992586506045
-0.802,1143674052.895,1145026149.535,1352096.64,-0.0016485887404634747,0.9535680769342925
0.457,1145026149.535,1145157273.0370002,131123.502,-0.00015966961127922286,0.951919488193829
1.7,1145157273.037,1992296784.4829998,847139511.446,-0.5928680374564166,0.95175981858255
-2.329,1992296784.483,1122211654.729,-870085129.754,0.6213770466148354,0.3588917811261332
-1.531,1122211654.729,1115455189.3760002,-6756465.353,0.00861816728858078,0.9802688277409686
0.65,1115455189.376,1125676109.2129998,10220919.837,-0.012997106387849233,0.9888869950295497
-2.27,1125676109.213,1107566897.04,-18109212.173,0.023192011091265563,0.9758898886417001
2.355,1107566897.041,2413091018.777,1305524121.736,-0.7799441395851474,0.9990818997316642
0.832,2413091018.777,2395829340.285,-17261678.492,0.004767335429404274,0.21913776014651676
-1.704,2395829340.284,1183277916.484,-1212551423.8,0.682935669512179,0.2239050955761992
1.185,1183277916.484,1437184268.5809999,253906352.097,-0.2383947136585619,0.9068407650883782
0.163,1437184268.581,1434149244.7410002,-3035023.84,0.002351135031513407,0.6684460514298161
1.285,1434149244.741,1545857873.827,111708629.086,-0.08045352556489349,0.6707971864613296
1.486,1545857873.827,1770343123.478,224485249.651,-0.1309733898614615,0.5903436608964361
-0.737,1770343123.478,1662676934.8049998,-107666188.673,0.05840315219735909,0.4593702710349746
2.333,1662676934.805,2423399375.005,760722440.2,-0.3014502391648721,0.5177734232323334
-2.478,2423399375.005,1123958582.1260002,-1299440792.879,0.7617342195524373,0.21632318406746132
-0.904,1123958582.126,1126097593.248,2139011.122,-0.0026984164371230968,0.9780574036198989
-0.516,1126097593.248,1126617752.679,520159.431,-0.0006546454073205199,0.9753589871827758
-1.911,1126617752.679,1113712868.1169999,-12904884.562,0.016422019556698086,0.9747043417754553
-1.789,1113712868.117,1111799809.3260002,-1913058.791,0.0024668955003794846,0.991126361332153
1.99,1111799809.326,2213020972.799,1101221163.473,-0.7146356758590408,0.9935932568325329
-1.504,2213020972.8,1194935861.8180003,-1018085110.982,0.6147184246348318,0.278957580973166
0.718,1194935861.818,1213724800.039,18788938.221,-0.0206851981876367,0.8936760056079981
-1.224,1213724800.039,1191490375.737,-22234424.302,0.02454920278916628,0.8729908074203614
-1.077,1191490375.736,1190554143.426,-936232.31,0.0010538194363340914,0.8975400102106523
-0.498,1190554143.426,1192499180.157,1945036.731,-0.0021874736797348193,0.8985938296469864
1.318,1192499180.157,1569569192.496,377070012.339,-0.32166640786840583,0.8964063559672516
-1.081,1569569192.496,1293811698.645,-275757493.851,0.2168193573859324,0.5747399480988458
-0.528,1293811698.645,1296861271.507,3049572.862,-0.0029019951913067388,0.7915593054847782
0.912,1296861271.508,1341454948.745,44593677.237,-0.04092851072550219,0.7886573102925217
1.681,1341454948.745,1896936589.678,555481640.933,-0.34854838368391855,0.7477287995670195
0.375,1896936589.678,1887983128.983,-8953460.695,0.0039917402909163124,0.399180415883101
0.581,1887983128.983,1879391903.956,-8591225.027,0.0038660004717273044,0.4031721561740173
1.714,1879391903.956,1973444346.1560001,94052442.2,-0.04049021764143779,0.4070381566457446
0.282,1973444346.156,1957896416.511,-15547929.645,0.006425105172447654,0.366547939004307
-0.279,1957896416.511,1952965749.375,-4930667.136,0.0020589396420040984,0.37297304417675464
1.022,1952965749.375,1952660671.022,-305078.353,0.00012773568937329838,0.37503198381875874
0.259,1952660671.022,1948336923.956,-4323747.066,0.001814645136217874,0.37515971950813204
2.283,1948336923.956,2350645839.945,402308915.989,-0.14025897612657554,0.3769743646443499
-1.126,2350645839.945,1585917056.538,-764728783.407,0.3275382578366858,0.23671538851777438
1.83,1585917056.538,2199388899.794,613471843.256,-0.28082411873316043,0.5642536463544602
-1.838,2199388899.794,1172363866.5730002,-1027025033.221,0.6359732441628447,0.28342952762129975
0.43,1172363866.573,1174902439.0379999,2538572.465,-0.0029427109419956077,0.9194027717841444
-0.873,1174902439.039,1174115450.773,-786988.266,0.0009109151338888566,0.9164600608409917
-2.205,1174115450.772,1128502589.913,-45612860.859,0.054966263807119,0.9173709759760386
0.872,1128502589.913,1174043081.5100002,45540491.597,-0.05488243726031161,0.9723372397831576
1.352,1174043081.511,1470653117.0489998,296610035.538,-0.27429243409476767,0.917454802521688
-1.87,1470653117.049,1136909482.109,-333743634.94,0.318712520053387,0.6431623684269201
1.696,1136909482.109,1848730407.501,711820925.392,-0.5407462877808458,0.9618748884803071
0.813,1848730407.502,1830713886.88,-18016520.622,0.008499612601790718,0.4211286006989939
1.255,1830713886.88,1839941637.051,9227750.171,-0.004374149010824224,0.4296282133007846
-0.073,1839941637.051,1831213398.6220002,-8728238.429,0.004136241289484199,0.4252540642899604
2.064,1831213398.622,2199691273.33,368477874.708,-0.1460605714655529,0.42939030557944474
1.172,2199691273.33,2190810862.917,-8880410.413,0.002942311768417083,0.28332973411389184
-2.633,2190810862.917,1127541902.2759998,-1063268960.641,0.6872706994680994,0.2862720458823089
0.548,1127541902.276,1132147031.935,4605129.659,-0.005760081239775228,0.973542745350408
0.821,1132147031.935,1164727395.553,32580363.618,-0.039450369295780385,0.9677826641106327
-0.148,1164727395.553,1163981748.766,-745646.787,0.0008781828641450939,0.9283322948148524
1.016,1163981748.766,1243754022.767,79772274.001,-0.08798194775392432,0.9292104776789974
-1.521,1243754022.767,1130387355.487,-113366667.28,0.12874959134560726,0.8412285299250731
1.566,1130387355.487,1745833677.0440001,615446321.557,-0.4979460500326909,0.9699781212706804
0.288,1745833677.044,1734919859.714,-10913817.33,0.0057532952814226546,0.4720320712379897
2.675,1734919859.714,2450264230.369,715344370.655,-0.2686860348566459,0.47778536651941234
-1.352,2450264230.369,1289727641.7649999,-1160536588.604,0.586367887566766,0.20909933166276642
0.895,1289727641.765,1354412506.6450002,64684864.88,-0.0591256571902532,0.7954672192295321
-0.904,1354412506.645,1319474453.325,-34938053.32,0.031215409075657674,0.7363415620392791
-1.626,1319474453.325,1186436656.147,-133037797.178,0.13569122771119335,0.7675569711149368
-1.776,1186436656.147,1156594177.127,-29842479.02,0.03472414879091135,0.9032481988261302
-2.783,1156594177.127,1114872878.0140002,-41721299.113,0.0516623003680734,0.9379723476170415
-0.059,1114872878.014,1117121847.273,2248969.259,-0.0028832340121636157,0.9896346479851152
-2.045,1117121847.273,1109723956.166,-7397891.107,0.009528284074860394,0.9867514139729516
1.598,1109723956.166,1763151456.914,653427500.748,-0.5332306391607898,0.996279698047812
0.79,1763151456.914,1754171309.739,-8980147.175,0.004636007173829282,0.4630490588870222
2.092,1754171309.739,2257579682.686,503408372.947,-0.2029680185757355,0.4676850660608515
2.315,2257579682.686,2461308234.553,203728551.867,-0.05854166558552662,0.264717047485116
-0.862,2461308234.553,2026470774.492,-434837460.061,0.13920116494932608,0.20617538189958937
0.401,2026470774.492,2017353272.8530002,-9117501.639,0.003561031513699242,0.34537654684891544
-2.121,2017353272.853,1145928230.5149999,-871425042.338,0.601884181251477,0.3489375783626147
0.398,1145928230.515,1146230334.986,302104.471,-0.00036724010690092346,0.9508217596140914
2.654,1146230334.986,2443886830.933,1297656495.947,-0.7396547064805771,0.9504545195071905
0.13,2443886830.933,2391872417.526,-52014413.407,0.01420780121762616,0.21079981302661346
2.836,2391872417.525,2591739478.347,199867060.822,-0.05147947866262223,0.22500761424451865
1.127,2591739478.348,2569447343.995,-22292134.353,0.005344940249571578,0.17352813558165878
2.227,2569447343.994,2619580578.953,50133234.959,-0.01189259184891453,0.17887307583147213
0.886,2619580578.954,2603856441.583,-15724137.371,0.00368078372238817,0.16698048398232498
1.088,2603856441.583,2591504400.6990004,-12352040.884,0.0029227522409655815,0.17066126770471315
-0.328,2591504400.698,2582569592.18,-8934808.518,0.002131589315284177,0.17358401994591655
0.907,2582569592.18,2581597854.1759996,-971738.004,0.00023271845893682586,0.17571560926120072
-2.098,2581597854.176,1151022827.66,-1430575026.516,0.7687061931447509,0.17594832772013738
-1.171,1151022827.66,1145324499.0630002,-5698328.597,0.006901718963687076,0.9446545208648882
-1.169,1145324499.064,1146535885.1399999,1211386.076,-0.0014729521669628598,0.9515562398273586
-1.276,1146535885.14,1145826470.3100002,-709414.83,0.0008622159030582388,0.9500832876603954
1.396,1145826470.31,1626454609.514,480628139.204,-0.411785134199775,0.950945503563454
2.833,1626454609.515,2522906413.418,896451803.903,-0.3488238137642157,0.5391603693630752
-1.929,2522906413.417,1158449878.218,-1364456535.199,0.7454243678971321,0.19033655559911059
-2.299,1158449878.218,1126544774.5219998,-31905103.696,0.039035228305685954,0.9357609234962426
-2.877,1126544774.522,1115585849.9090002,-10958924.613,0.013923190134982666,0.9747961518019282
1.484,1115585849.909,1707734114.337,592148264.428,-0.49628309102765633,0.9887193419369112
0.933,1707734114.337,1694650285.612,-13083828.725,0.007218663142250281,0.4924362509092549
-1.096,1694650285.612,1293891216.096,-400759069.516,0.29182854836738925,0.4996549140515052
1.493,1293891216.096,1715045969.6629999,421154753.567,-0.3030333633640336,0.7914834624188944
-2.001,1715045969.663,1131287625.9190001,-583758343.744,0.4804039481503039,0.48845009905486086
-2.335,1131287625.919,1116370456.372,-14917169.547,0.018859376178625986,0.9688540472051651
-1.897,1116370456.372,1112842198.976,-3528257.396,0.004534616970488292,0.9877134233837911
-1.877,1112842198.976,1111759637.566,-1082561.41,0.0013971091020690274,0.9922480403542794
-2.659,1111759637.566,1106861990.912,-4897646.654,0.006354850543651591,0.9936451494563484
0.76,1106861990.913,1134034355.571,27172364.658,-0.03456447917945671,0.9999999999986967
2.966,1134034355.571,2480354045.737,1346319690.166,-0.7642414316288602,0.96543552081924
0.614,2480354045.736,2450945850.64,-29408195.096,0.007724017463087235,0.2011940891906393
-1.715,2450945850.641,1173584949.9469998,-1277360900.694,0.7090675973266105,0.20891810665346075
-1.656,1173584949.947,1160705139.98,-12879809.967,0.015097160954513744,0.917985703980071
-0.633,1160705139.98,1160688636.568,-16503.412,1.9559528002588422e-05,0.9330828649345847
1.871,1160688636.568,2145762735.5040002,985074098.936,-0.6315296388707028,0.9331024244625873
2.858,2145762735.504,2524995881.1,379233145.596,-0.11175994631891456,0.3015727855918846
-1.03,2524995881.1,1746935438.507,-778060442.593,0.28164242549279433,0.18981283927297005
-2.89,1746935438.507,1115085150.69,-631850287.817,0.5179067473576614,0.4714552647657644
2.718,1115085150.69,2477243422.609,1362158271.919,-0.7873595955239736,0.9893620121234258
-1.933,2477243422.609,1141637221.9400003,-1335606200.669,0.7540565062764875,0.20200241659945223
0.5,1141637221.94,1144217126.642,2579904.702,-0.0031534748299185678,0.9560589228759397
1.804,1144217126.642,2069162801.212,924945674.57,-0.6237856627061322,0.9529054480460212
-0.839,2069162801.212,1781150088.612,-288012712.6,0.12477820893011116,0.32911978533988895
2.396,1781150088.612,2442185829.583,661035740.971,-0.24264312285007203,0.4538979942700001
0.113,2442185829.583,2417064475.195,-25121354.388,0.006795139497298125,0.21125487141992808
1.342,2417064475.195,2439008031.044,21943555.849,-0.0059433021192975555,0.2180500109172262
-0.598,2439008031.044,2375371671.4370003,-63636359.607,0.017538110142337027,0.21210670879792864
-3.0,2375371671.436,1126075402.0089998,-1249296269.427,0.7457421104242636,0.22964481894054872
2.179,1126075402.009,2382190269.11,1256114867.101,-0.7476661292445573,0.9753869293648121
2.316,2382190269.11,2530143497.0880003,147953227.978,-0.03919449874307798,0.22772080012025472
1.794,2530143497.088,2531208215.289,1064718.201,-0.0002654507293642083,0.1885263013771769
0.173,2531208215.289,2514507134.599,-16701080.69,0.004189730609495623,0.1882608506478127
-0.062,2514507134.6,2501594766.664,-12912367.936,0.0032776179529449834,0.19245058125705583
-1.544,2501594766.664,1239372381.826,-1262222384.838,0.6500389394258462,0.19572819921000081
-1.832,1239372381.826,1162574404.762,-76797977.064,0.08510390300387638,0.8457671386358471
