# pulseAmplitude,deltaCpos (at 0.65 V),CposInitial
-2.826999999999999957e+00,-1.474653637469684377e-14,1.304345663879279759e-12
-2.826999999999999957e+00,8.731941214991533379e-15,1.319092200253976603e-12
-2.826999999999999957e+00,-8.139447999116023496e-15,1.310360259038985069e-12
-2.826999999999999957e+00,4.928716476756546314e-15,1.318499707038101093e-12
-2.826999999999999957e+00,-2.233500935422206575e-15,1.313570990561344546e-12
-2.826999999999999957e+00,4.617759593066552796e-15,1.315804491496766753e-12
-2.826999999999999957e+00,1.290185321224638537e-15,1.311186731903700200e-12
-2.826999999999999957e+00,1.048940265541995398e-14,1.309896546582475562e-12
-2.826999999999999957e+00,-4.719568189318116346e-15,1.299407143927055608e-12
-2.826999999999999957e+00,3.963060662764071612e-16,1.304126712116373724e-12
-2.826999999999999957e+00,5.675939724125199541e-15,1.303730406050097317e-12
-2.826999999999999957e+00,-1.214817617024676439e-14,1.298054466325972117e-12
-2.826999999999999957e+00,-9.184700386378219146e-16,1.310202642496218882e-12
-2.826999999999999957e+00,1.159168797155951016e-14,1.311121112534856704e-12
-2.826999999999999957e+00,4.148367732901672208e-15,1.299529424563297193e-12
-2.826999999999999957e+00,-7.200006581318160388e-15,1.295381056830395521e-12
-2.826999999999999957e+00,-5.048059651018673732e-15,1.302581063411713682e-12
-2.826999999999999957e+00,8.104971832149659480e-15,1.307629123062732355e-12
-2.826999999999999957e+00,2.266262934648689605e-16,1.299524151230582696e-12
-2.883000000000000007e+00,1.390375584426298077e-14,1.299297524937117827e-12
-2.883000000000000007e+00,-3.182438090485208826e-14,1.285393769092854846e-12
-2.883000000000000007e+00,2.717447961513016345e-14,1.317218149997706934e-12
-2.883000000000000007e+00,-2.966853950382239316e-14,1.290043670382576771e-12
-2.883000000000000007e+00,-3.975107500285870250e-16,1.319712209886399164e-12
-2.883000000000000007e+00,8.765756097104817946e-15,1.320109720636427751e-12
-2.883000000000000007e+00,-3.408760951107509063e-15,1.311343964539322933e-12
